"SiteCode","Network","ParkCode","ShortName","LongName","SiteName","Lat","Long","Type","CharacteristicName","DataName","Units","DisplayName","DataType","LowerPoint","UpperPoint","LowerDescription","UpperDescription","AssessmentDetails","Category","CategoryDisplay"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","NH3.mgL","NH3","mgL","Ammonia","numeric",0,100,"testing","testing2","testing3","NH3","Ammonia"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","Al.ugL","Al","ugL","Aluminium","numeric",0,100,"testing","testing2","testing3","Al","Aluminium"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","ANC.ueqL","ANC","ueqL","Acid Neutralizing Capacity","numeric",0,100,"testing","testing2","testing3","ANC","Acid Neutralizing Capacity"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","Na.ueqL","Na","ueqL","Sodium","numeric",0,100,"testing","testing2","testing3","Na","Sodium"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","TP.ugL","TP","ugL","Total Phosphorus","numeric",0,100,"testing","testing2","testing3","TP","Total Phosphorus"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","Ca.ueqL","Ca","ueqL","Calcium","numeric",0,100,"testing","testing2","testing3","Ca","Calcium"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","Ca.ueqL.1","Ca","ueqL",NA,"numeric",0,100,"testing","testing2","testing3","Ca",NA
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","NH4.mgL","NH4","mgL","Ammonium","numeric",0,100,"testing","testing2","testing3","NH4","Ammonium"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","NO2.mgL","NO2","mgL","Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrite"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","NO2.NO3.mgL","NO2","NO3","Nitrate + Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrate + Nitrite"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","NO3.ueqL","NO3","ueqL","Nitrate","numeric",0,100,"testing","testing2","testing3","NO3","Nitrate"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","SO4.ueqL","SO4","ueqL","Sulfate","numeric",0,100,"testing","testing2","testing3","SO4","Sulfate"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","TotDissP.ugL","TotDissP","ugL","Total Dissolved Phosphorus","numeric",0,100,"testing","testing2","testing3","TotDissP","Total Dissolved Phosphorus"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","pH","pH",NA,"pH","numeric",0,100,"testing","testing2","testing3","pH","pH"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","BP.mmHg","BP","mmHg","Air Pressure","numeric",0,100,"testing","testing2","testing3","BP","Air Pressure"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","DOsat.pct","DOsat","pct","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DOsat","Dissolved Oxygen"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","DO.mgL","DO","mgL","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DO","Dissolved Oxygen"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","PO4.ugL","PO4","ugL","Phosphate","numeric",0,100,"testing","testing2","testing3","PO4","Phosphate"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","SpCond.uScm","SpCond","uScm","Specific Conductance","numeric",0,100,"testing","testing2","testing3","SpCond","Specific Conductance"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","Temp.C","Temp","C","Water Temperature","numeric",0,100,"testing","testing2","testing3","Temp","Water Temperature"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","Mg.ueqL","Mg","ueqL","Magnesium","numeric",0,100,"testing","testing2","testing3","Mg","Magnesium"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","TotDissN.mgL","TotDissN","mgL","Total Dissolved Nitrogen","numeric",0,100,"testing","testing2","testing3","TotDissN","Total Dissolved Nitrogen"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","DOC.mgL","DOC","mgL","Dissolved Organic Carbon","numeric",0,100,"testing","testing2","testing3","DOC","Dissolved Organic Carbon"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","K.ueqL","K","ueqL","Potassium","numeric",0,100,"testing","testing2","testing3","K","Potassium"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","TN.mgL","TN","mgL","Total Nitrogen","numeric",0,100,"testing","testing2","testing3","TN","Total Nitrogen"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","PenetrationRatio","PenetrationRatio",NA,"Light Penetration Ratio","numeric",0,100,"testing","testing2","testing3","PenetrationRatio","Light Penetration Ratio"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","SDepth1.m","SDepth1","m","Secchi Depth","numeric",0,100,"testing","testing2","testing3","SDepth1","Secchi Depth"
"NETN_ACAD_EAGL","NETN","ACAD","Acadia","Acadia National Park","Eagle Lake",44.3635138306812,-68.2504239198077,"Lake","ChlA.ugL","ChlA","ugL","Chlorophyll A","numeric",0,100,"testing","testing2","testing3","ChlA","Chlorophyll A"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","NO2.mgL","NO2","mgL","Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrite"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","NH4.mgL","NH4","mgL","Ammonium","numeric",0,100,"testing","testing2","testing3","NH4","Ammonium"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","NH3.mgL","NH3","mgL","Ammonia","numeric",0,100,"testing","testing2","testing3","NH3","Ammonia"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","Temp.C","Temp","C","Water Temperature","numeric",0,100,"testing","testing2","testing3","Temp","Water Temperature"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","Mg.ueqL","Mg","ueqL","Magnesium","numeric",0,100,"testing","testing2","testing3","Mg","Magnesium"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","Na.ueqL","Na","ueqL","Sodium","numeric",0,100,"testing","testing2","testing3","Na","Sodium"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","SpCond.uScm","SpCond","uScm","Specific Conductance","numeric",0,100,"testing","testing2","testing3","SpCond","Specific Conductance"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","NO2.NO3.mgL","NO2","NO3","Nitrate + Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrate + Nitrite"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","pH","pH",NA,"pH","numeric",0,100,"testing","testing2","testing3","pH","pH"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","NO3.ueqL","NO3","ueqL","Nitrate","numeric",0,100,"testing","testing2","testing3","NO3","Nitrate"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","PO4.ugL","PO4","ugL","Phosphate","numeric",0,100,"testing","testing2","testing3","PO4","Phosphate"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","K.ueqL","K","ueqL","Potassium","numeric",0,100,"testing","testing2","testing3","K","Potassium"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","TotDissP.ugL","TotDissP","ugL","Total Dissolved Phosphorus","numeric",0,100,"testing","testing2","testing3","TotDissP","Total Dissolved Phosphorus"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","TP.ugL","TP","ugL","Total Phosphorus","numeric",0,100,"testing","testing2","testing3","TP","Total Phosphorus"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","BP.mmHg","BP","mmHg","Air Pressure","numeric",0,100,"testing","testing2","testing3","BP","Air Pressure"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","DO.mgL","DO","mgL","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DO","Dissolved Oxygen"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","DOC.mgL","DOC","mgL","Dissolved Organic Carbon","numeric",0,100,"testing","testing2","testing3","DOC","Dissolved Organic Carbon"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","SO4.ueqL","SO4","ueqL","Sulfate","numeric",0,100,"testing","testing2","testing3","SO4","Sulfate"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","SDepth1.m","SDepth1","m","Secchi Depth","numeric",0,100,"testing","testing2","testing3","SDepth1","Secchi Depth"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","DOsat.pct","DOsat","pct","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DOsat","Dissolved Oxygen"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","ANC.ueqL","ANC","ueqL","Acid Neutralizing Capacity","numeric",0,100,"testing","testing2","testing3","ANC","Acid Neutralizing Capacity"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","ChlA.ugL","ChlA","ugL","Chlorophyll A","numeric",0,100,"testing","testing2","testing3","ChlA","Chlorophyll A"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","TN.mgL","TN","mgL","Total Nitrogen","numeric",0,100,"testing","testing2","testing3","TN","Total Nitrogen"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","PenetrationRatio","PenetrationRatio",NA,"Light Penetration Ratio","numeric",0,100,"testing","testing2","testing3","PenetrationRatio","Light Penetration Ratio"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","TotDissN.mgL","TotDissN","mgL","Total Dissolved Nitrogen","numeric",0,100,"testing","testing2","testing3","TotDissN","Total Dissolved Nitrogen"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","Ca.ueqL.1","Ca","ueqL",NA,"numeric",0,100,"testing","testing2","testing3","Ca",NA
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","Al.ugL","Al","ugL","Aluminium","numeric",0,100,"testing","testing2","testing3","Al","Aluminium"
"NETN_ACAD_ECHO","NETN","ACAD","Acadia","Acadia National Park","Echo Lake",44.3270196938847,-68.3377142299719,"Lake","Ca.ueqL","Ca","ueqL","Calcium","numeric",0,100,"testing","testing2","testing3","Ca","Calcium"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","DOsat.pct","DOsat","pct","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DOsat","Dissolved Oxygen"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","ANC.ueqL","ANC","ueqL","Acid Neutralizing Capacity","numeric",0,100,"testing","testing2","testing3","ANC","Acid Neutralizing Capacity"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","NH3.mgL","NH3","mgL","Ammonia","numeric",0,100,"testing","testing2","testing3","NH3","Ammonia"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","PO4.ugL","PO4","ugL","Phosphate","numeric",0,100,"testing","testing2","testing3","PO4","Phosphate"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","TN.mgL","TN","mgL","Total Nitrogen","numeric",0,100,"testing","testing2","testing3","TN","Total Nitrogen"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","TotDissN.mgL","TotDissN","mgL","Total Dissolved Nitrogen","numeric",0,100,"testing","testing2","testing3","TotDissN","Total Dissolved Nitrogen"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","TP.ugL","TP","ugL","Total Phosphorus","numeric",0,100,"testing","testing2","testing3","TP","Total Phosphorus"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","BP.mmHg","BP","mmHg","Air Pressure","numeric",0,100,"testing","testing2","testing3","BP","Air Pressure"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","SpCond.uScm","SpCond","uScm","Specific Conductance","numeric",0,100,"testing","testing2","testing3","SpCond","Specific Conductance"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","TotDissP.ugL","TotDissP","ugL","Total Dissolved Phosphorus","numeric",0,100,"testing","testing2","testing3","TotDissP","Total Dissolved Phosphorus"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","DO.mgL","DO","mgL","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DO","Dissolved Oxygen"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","pH","pH",NA,"pH","numeric",0,100,"testing","testing2","testing3","pH","pH"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","Discharge.cfs","Discharge","cfs","Discharge","numeric",0,100,"testing","testing2","testing3","Discharge","Discharge"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","Temp.C","Temp","C","Water Temperature","numeric",0,100,"testing","testing2","testing3","Temp","Water Temperature"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","NO2.mgL","NO2","mgL","Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrite"
"NETN_ACAD_EGLO","NETN","ACAD","Acadia","Acadia National Park","Duck Brook (Eagle L.Outlet)",44.376528,-68.245583,"Stream","NO2.NO3.mgL","NO2","NO3","Nitrate + Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrate + Nitrite"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","NO2.mgL","NO2","mgL","Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrite"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","NO2.NO3.mgL","NO2","NO3","Nitrate + Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrate + Nitrite"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","NO3.ueqL","NO3","ueqL","Nitrate","numeric",0,100,"testing","testing2","testing3","NO3","Nitrate"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","DOC.mgL","DOC","mgL","Dissolved Organic Carbon","numeric",0,100,"testing","testing2","testing3","DOC","Dissolved Organic Carbon"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","NH3.mgL","NH3","mgL","Ammonia","numeric",0,100,"testing","testing2","testing3","NH3","Ammonia"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","DOsat.pct","DOsat","pct","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DOsat","Dissolved Oxygen"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","DO.mgL","DO","mgL","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DO","Dissolved Oxygen"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","NH4.mgL","NH4","mgL","Ammonium","numeric",0,100,"testing","testing2","testing3","NH4","Ammonium"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","BP.mmHg","BP","mmHg","Air Pressure","numeric",0,100,"testing","testing2","testing3","BP","Air Pressure"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","ANC.ueqL","ANC","ueqL","Acid Neutralizing Capacity","numeric",0,100,"testing","testing2","testing3","ANC","Acid Neutralizing Capacity"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","TP.ugL","TP","ugL","Total Phosphorus","numeric",0,100,"testing","testing2","testing3","TP","Total Phosphorus"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","PO4.ugL","PO4","ugL","Phosphate","numeric",0,100,"testing","testing2","testing3","PO4","Phosphate"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","pH","pH",NA,"pH","numeric",0,100,"testing","testing2","testing3","pH","pH"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","Turbidity.NTU","Turbidity","NTU","Turbidity","numeric",0,100,"testing","testing2","testing3","Turbidity","Turbidity"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","SO4.ueqL","SO4","ueqL","Sulfate","numeric",0,100,"testing","testing2","testing3","SO4","Sulfate"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","SpCond.uScm","SpCond","uScm","Specific Conductance","numeric",0,100,"testing","testing2","testing3","SpCond","Specific Conductance"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","Temp.C","Temp","C","Water Temperature","numeric",0,100,"testing","testing2","testing3","Temp","Water Temperature"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","TN.mgL","TN","mgL","Total Nitrogen","numeric",0,100,"testing","testing2","testing3","TN","Total Nitrogen"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","TotDissN.mgL","TotDissN","mgL","Total Dissolved Nitrogen","numeric",0,100,"testing","testing2","testing3","TotDissN","Total Dissolved Nitrogen"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","TotDissP.ugL","TotDissP","ugL","Total Dissolved Phosphorus","numeric",0,100,"testing","testing2","testing3","TotDissP","Total Dissolved Phosphorus"
"NETN_ACAD_HADB","NETN","ACAD","Acadia","Acadia National Park","Hadlock Brook",44.331585,-68.280098,"Stream","Discharge.cfs","Discharge","cfs","Discharge","numeric",0,100,"testing","testing2","testing3","Discharge","Discharge"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","DOC.mgL","DOC","mgL","Dissolved Organic Carbon","numeric",0,100,"testing","testing2","testing3","DOC","Dissolved Organic Carbon"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","NH3.mgL","NH3","mgL","Ammonia","numeric",0,100,"testing","testing2","testing3","NH3","Ammonia"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","pH","pH",NA,"pH","numeric",0,100,"testing","testing2","testing3","pH","pH"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","SpCond.uScm","SpCond","uScm","Specific Conductance","numeric",0,100,"testing","testing2","testing3","SpCond","Specific Conductance"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","DOsat.pct","DOsat","pct","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DOsat","Dissolved Oxygen"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","DO.mgL","DO","mgL","Dissolved Oxygen","numeric",0,100,"testing","testing2","testing3","DO","Dissolved Oxygen"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","Turbidity.NTU","Turbidity","NTU","Turbidity","numeric",0,100,"testing","testing2","testing3","Turbidity","Turbidity"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","TP.ugL","TP","ugL","Total Phosphorus","numeric",0,100,"testing","testing2","testing3","TP","Total Phosphorus"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","Temp.C","Temp","C","Water Temperature","numeric",0,100,"testing","testing2","testing3","Temp","Water Temperature"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","Discharge.cfs","Discharge","cfs","Discharge","numeric",0,100,"testing","testing2","testing3","Discharge","Discharge"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","NO2.mgL","NO2","mgL","Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrite"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","NO2.NO3.mgL","NO2","NO3","Nitrate + Nitrite","numeric",0,100,"testing","testing2","testing3","NO2","Nitrate + Nitrite"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","BP.mmHg","BP","mmHg","Air Pressure","numeric",0,100,"testing","testing2","testing3","BP","Air Pressure"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","ANC.ueqL","ANC","ueqL","Acid Neutralizing Capacity","numeric",0,100,"testing","testing2","testing3","ANC","Acid Neutralizing Capacity"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","SO4.ueqL","SO4","ueqL","Sulfate","numeric",0,100,"testing","testing2","testing3","SO4","Sulfate"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","TN.mgL","TN","mgL","Total Nitrogen","numeric",0,100,"testing","testing2","testing3","TN","Total Nitrogen"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","TotDissN.mgL","TotDissN","mgL","Total Dissolved Nitrogen","numeric",0,100,"testing","testing2","testing3","TotDissN","Total Dissolved Nitrogen"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","NH4.mgL","NH4","mgL","Ammonium","numeric",0,100,"testing","testing2","testing3","NH4","Ammonium"
"NETN_ACAD_HNTR","NETN","ACAD","Acadia","Acadia National Park","Hunters Brook",44.310059,-68.222183,"Stream","PO4.ugL","PO4","ugL","Phosphate","numeric",0,100,"testing","testing2","testing3","PO4","Phosphate"
